,job_title,company_industry,company_name,location,summary,salary,url
1,Executive Director,No Summary found,Chippewa County Economic Development Corporation,"Kincheloe, MI","RESPONSIBILITIES OF THE EXECUTIVE DIRECTOR. QUALIFICATIONS FOR THE IDEAL EXECUTIVE DIRECTOR. As CCEDC’s Executive Director, you are a community leader bringing...","$60,000 - $90,000 a year",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B-yc0zWn0zaIvrNXsHupp8KEGe-D1Vm7uFvPpgxJcMx7b6_Kqv8jE2veVf2v6wEn-HDYsbTYEa6rfRenckp5n5lJSvBrzE23VZ5AeyFPGVu8Uh2YOksU8MFLCC5HGQIOhdbcpPPqo0jubRPbqYB-posX41dGO1dzxRceRYGsb1wZOWFBaqdSa_VdQgp5U136ezVLpn6MC2KJ9jFPuuyfR4a03gW9d9Syn3qNmANQ2ZV_8OSwyS6dhR58k0W9wP8WKF5G4EzhORRWG51_T5Oys-mzEJQwof-PNVFxn7kToGzh7C8-pZenJFIAcSBlGqahtLi0ZYMkrIK_ppievPSL7yDAU4jsXvR5z44VZssogKBUO3uunyLhMcx9JcgxRq6GeNI9bm_9zrIvZHEb87A3DpzDDxhSY-V8w=&p=5&sk=&fvj=0
